Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.TOTR.ZS,Nigeria,NGA,..,..,..,26.46,..,..,..,..,..,..
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,Ghana,GHA,..,1.33,..,..,..,..,..,..,..,..
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,Kenya,KEN,5.19,..,..,..,..,..,..,..,..,..
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,Nigeria,NGA,18.53,..,..,15.79,..,..,..,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Ghana,GHA,..,0.11,..,..,..,..,..,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Kenya,KEN,1.4,..,..,..,..,..,..,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Nigeria,NGA,4.52,..,..,4.09,..,..,..,..,..,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Ghana,GHA,3.688745499,3.454744339,3.186117411,3.015955925,3.153071165,3.409159899,3.41949439,2.905294418,..,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Kenya,KEN,4.949451447,4.665563107,4.268742561,5.321925163,5.3735919,5.045748711,4.89040184,4.511017799,3.962293148,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Nigeria,NGA,0.436954916,0.393045634,0.39635402,0.419998497,0.358478993,0.359637648,0.381919116,0.348516703,..,..
Ratio of school attendance of orphans to school attendance of non-orphans ages 10-14,SE.ENR.ORPH,Ghana,GHA,..,..,..,..,..,..,..,..,..,..
Ratio of school attendance of orphans to school attendance of non-orphans ages 10-14,SE.ENR.ORPH,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
Ratio of school attendance of orphans to school attendance of non-orphans ages 10-14,SE.ENR.ORPH,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
Ratio of young literate females to males (% ages 15-24),SE.ADT.1524.LT.FM.ZS,Ghana,GHA,..,..,0.949620008,..,..,0.997539997,..,0.921767175,..,..
Ratio of young literate females to males (% ages 15-24),SE.ADT.1524.LT.FM.ZS,Kenya,KEN,..,..,..,..,..,..,..,0.990980029,..,..
Ratio of young literate females to males (% ages 15-24),SE.ADT.1524.LT.FM.ZS,Nigeria,NGA,..,0.855790019,..,0.841099977,..,..,0.887799978,..,..,..
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,Ghana,GHA,..,19.9,21.1,18.4,15.3,5.5,5,9.1,..,..
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,Kenya,KEN,28.2,31.6,28.9,26.4,26.7,17.3,..,..,..,..
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Ghana,GHA,..,39.6,38.3,37.5,33.5,24.3,22.6,25.6,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Kenya,KEN,67.4,67,65.9,64.5,63.3,63.2,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
Rural population,SP.RUR.TOTL,Ghana,GHA,13175513,13284219,13381625,13462155,13532935,13600469,13662717,13718777,13772630,13821230
Rural population,SP.RUR.TOTL,Kenya,KEN,35006552,35572822,36129855,36636126,37118465,37599091,38055429,38518162,39002929,39475409
Rural population,SP.RUR.TOTL,Nigeria,NGA,99458265,100295844,101090514,101764388,102319072,102808045,103263829,103718305,104181246,104635961
Rural population (% of total population),SP.RUR.TOTL.ZS,Ghana,GHA,45.914,45.251,44.593,43.94,43.293,42.651,42.015,41.385,40.762,40.146
Rural population (% of total population),SP.RUR.TOTL.ZS,Kenya,KEN,74.342,73.895,73.438,72.97,72.493,72.005,71.507,70.998,70.48,69.951
Rural population (% of total population),SP.RUR.TOTL.ZS,Nigeria,NGA,52.162,51.317,50.481,49.656,48.843,48.042,47.254,46.479,45.717,44.97
Rural population growth (annual %),SP.RUR.TOTL.ZG,Ghana,GHA,0.864864545,0.821675833,0.730570787,0.599991816,0.52439286,0.497793343,0.456645883,0.409474212,0.391781104,0.352252641
Rural population growth (annual %),SP.RUR.TOTL.ZG,Kenya,KEN,1.640930971,1.604667536,1.553761253,1.391527091,1.307975192,1.286531988,1.206388024,1.208611551,1.250687555,1.20411752
Rural population growth (annual %),SP.RUR.TOTL.ZG,Nigeria,NGA,0.908452075,0.838614948,0.789203531,0.6643926,0.543586791,0.476752107,0.44235512,0.439145854,0.445351385,0.435515564
Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,Ghana,GHA,..,..,..,..,..,..,..,..,..,..
Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Ghana,GHA,102.0158534,100.4157015,99.05007172,97.31511688,98.37718964,96.87181091,97.90464783,96.53315735,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Kenya,KEN,105.4523468,104.7889175,..,..,78.83915403,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Nigeria,NGA,83.74982706,81.91616821,76.46309922,84.67606354,83.25739133,87.37210083,86.72342682,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Ghana,GHA,89.28957,86.38027,85.1822,84.48045,86.15823,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,Ghana,GHA,101.0025045,100.0701144,98.60250854,96.98271179,98.1219635,96.79125214,97.77011871,95.20423889,..,..
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,Kenya,KEN,104.8282318,104.3520966,..,..,77.22892068,..,..,..,..,..
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,Nigeria,NGA,80.55457874,79.03131104,73.77341223,83.22683716,83.1688857,86.85224152,86.30979919,..,..,..
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,Ghana,GHA,89.46214,87.10359,85.75493,85.08209,86.60582,..,..,..,..,..
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,Ghana,GHA,103.0073224,100.7538605,99.48802185,97.64028168,98.62677002,96.95056915,98.03614807,97.83177185,..,..
"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,Kenya,KEN,106.0733032,105.2236176,..,..,80.44278804,..,..,..,..,..
"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,Nigeria,NGA,86.84903396,84.71369171,79.0710025,86.08148193,83.34324437,87.87660217,87.12500763,..,..,..
"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,Ghana,GHA,89.12396,85.68586,84.63233,83.90292,85.72872,..,..,..,..,..
"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Ghana,GHA,67.08258744,67.15789209,66.38191986,67.75382233,70.60788727,73.27404785,75.31326294,76.78309631,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Nigeria,NGA,45.60858154,40.91020966,..,42.1684494,..,45.8899498,47.23722839,..,..,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Ghana,GHA,55.58338,55.43891,55.4414,58.2609,57.24406,..,..,..,..,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Ghana,GHA,64.58582465,65.29010949,64.7352066,66.48020172,69.74926758,72.57650757,74.78016663,76.9550705,..,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Nigeria,NGA,43.53675842,38.77946854,..,41.08354187,..,45.67874146,46.96474838,..,..,..
"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,Ghana,GHA,55.00608,55.50014,55.81603,58.78122,57.88249,..,..,..,..,..
"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,Ghana,GHA,69.52547892,68.98572897,67.99394989,69.00106049,71.4490509,73.95774841,75.83605194,76.6144104,..,..
"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,Nigeria,NGA,47.61130905,42.96834946,..,43.21517181,..,46.0936203,47.49993896,..,..,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Ghana,GHA,56.13594,55.3803,55.08278,57.76273,56.6328,..,..,..,..,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Ghana,GHA,15.72661972,14.21440029,16.36607933,16.01543999,17.43388939,18.64871979,19.18631935,20.38973045,21.99014091,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Kenya,KEN,9.300310135,11.70067978,11.88621044,..,10.56947041,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Nigeria,NGA,..,..,11.57855129,11.8107748,..,..,..,..,..,..
"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,Ghana,GHA,12.7155304,12.9941597,13.53227043,13.65816021,15.74349976,17.43605995,18.29150009,19.76615906,21.58311081,..
"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,Kenya,KEN,7.66862011,9.517399788,9.956999779,..,..,..,..,..,..,..
"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,Nigeria,NGA,..,..,10.17770767,9.905818939,..,..,..,..,..,..
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1.037,1.037,1.038,1.038,1.038,1.038,1.038,1.038,1.038,..
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Kenya,KEN,1.022,1.022,1.022,1.022,1.022,1.022,1.022,1.022,1.022,..
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Nigeria,NGA,1.038,1.039,1.039,1.039,1.038,1.038,1.038,1.038,1.038,..
Share of women employed in the nonagricultural sector (% of total nonagricultural employment),SL.EMP.INSV.FE.ZS,Ghana,GHA,..,..,..,..,..,..,..,..,..,..
Share of women employed in the nonagricultural sector (% of total nonagricultural employment),SL.EMP.INSV.FE.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
Share of women employed in the nonagricultural sector (% of total nonagricultural employment),SL.EMP.INSV.FE.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,Ghana,GHA,..,..,..,..,..,..,..,..,..,..
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,Kenya,KEN,..,2.35,..,..,..,..,..,..,..,..
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
"Stillbirth rate (per 1,000 total births)",SH.DYN.STLB,Ghana,GHA,22.9,22.3,21.7,21.1,20.6,20.1,19.9,19.6,19.4,..
"Stillbirth rate (per 1,000 total births)",SH.DYN.STLB,Kenya,KEN,19.3,19.3,19.5,19.7,19.5,19,18.1,17,16.3,..
"Stillbirth rate (per 1,000 total births)",SH.DYN.STLB,Nigeria,NGA,26.9,26.7,26.4,25.9,25.4,24.9,24.6,24.2,23.9,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Ghana,GHA,5.48,5.48,5.53,5.34,5.29,5.08,5.32,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Kenya,KEN,5.06,4.98,5.69,6.53,6.45,5.59,4.58,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Nigeria,NGA,4.46,4.43,4.36,4.44,4.41,4.56,4.99,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Ghana,GHA,2.35,2.44,2.52,2.34,2.25,2.13,2.34,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Kenya,KEN,3.49,3.39,3.36,3.55,3.48,2.82,2.49,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Nigeria,NGA,1.41,1.42,1.39,1.39,1.39,1.46,1.53,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Ghana,GHA,8.62,8.53,8.54,8.35,8.33,8.02,8.3,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Kenya,KEN,6.64,6.58,8.04,9.53,9.45,8.39,6.69,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Nigeria,NGA,7.45,7.39,7.27,7.42,7.36,7.59,8.38,..,..,..
"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,Ghana,GHA,65.554071,66.162128,66.703345,67.314162,67.984748,67.961276,67.210056,69.697326,70.247296,..
"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,Kenya,KEN,58.765176,59.40726,59.917303,59.952879,60.064735,58.766956,57.939014,61.55462,61.577045,..
"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,Nigeria,NGA,45.356881,45.598159,45.879899,46.26225,46.718417,46.560875,46.78891,48.329747,48.847989,..
"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,Ghana,GHA,58.215958,58.675137,59.073861,59.427624,59.76522,58.757556,58.426724,60.543287,60.804399,..
"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,Kenya,KEN,49.62321,49.862921,50.062415,50.26957,50.493848,47.236211,47.113295,51.396558,51.674743,..
"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,Nigeria,NGA,43.730107,44.200257,44.460226,44.822952,45.32593,44.57579,45.287129,46.694367,47.267925,..
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,Ghana,GHA,..,17.8,..,..,16.1,..,..,12.7,..,..
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,Kenya,KEN,19.2,..,..,..,..,12.5,..,14.4,..,..
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,Nigeria,NGA,31.5,..,..,18.7,..,..,20.4,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Ghana,GHA,5.01,4.71,4.58,4.55,4.55,4.26,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Kenya,KEN,2.78,2.85,2.85,2.87,2.87,2.47,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Nigeria,NGA,4.39,4.35,4.29,4.21,4.21,3.78,..,..,..,..
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Ghana,GHA,1.96,1.83,1.77,1.75,1.75,1.63,..,..,..,..
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Kenya,KEN,0.98,1,1,1,1,0.86,..,..,..,..
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Nigeria,NGA,1.43,1.42,1.39,1.37,1.37,1.21,..,..,..,..
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,Ghana,GHA,8.13,7.66,7.46,7.41,7.41,6.96,..,..,..,..
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,Kenya,KEN,4.64,4.76,4.75,4.78,4.78,4.14,..,..,..,..
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,Nigeria,NGA,7.32,7.25,7.15,7.02,7.02,6.31,..,..,..,..
Treatment for hypertension (% of adults ages 30-79 with hypertension),SH.HTN.TRET.ZS,Ghana,GHA,31.5,32.8,34.1,35.5,36.9,..,..,..,..,..
Treatment for hypertension (% of adults ages 30-79 with hypertension),SH.HTN.TRET.ZS,Kenya,KEN,13.7,14.2,14.7,15.2,15.8,..,..,..,..,..
Treatment for hypertension (% of adults ages 30-79 with hypertension),SH.HTN.TRET.ZS,Nigeria,NGA,23.2,24.5,25.8,27.2,28.6,..,..,..,..,..
"Treatment for hypertension, female (% of female adults ages 30-79 with hypertension)",SH.HTN.TRET.FE.ZS,Ghana,GHA,38.9,40.3,41.7,43.1,44.6,..,..,..,..,..
"Treatment for hypertension, female (% of female adults ages 30-79 with hypertension)",SH.HTN.TRET.FE.ZS,Kenya,KEN,18.1,18.7,19.2,19.9,20.5,..,..,..,..,..
"Treatment for hypertension, female (% of female adults ages 30-79 with hypertension)",SH.HTN.TRET.FE.ZS,Nigeria,NGA,24.9,26,27.1,28.4,29.6,..,..,..,..,..
"Treatment for hypertension, male (% of male adults ages 30-79 with hypertension)",SH.HTN.TRET.MA.ZS,Ghana,GHA,22.6,23.8,25,26.3,27.6,..,..,..,..,..
"Treatment for hypertension, male (% of male adults ages 30-79 with hypertension)",SH.HTN.TRET.MA.ZS,Kenya,KEN,8.4,8.8,9.1,9.5,9.9,..,..,..,..,..
"Treatment for hypertension, male (% of male adults ages 30-79 with hypertension)",SH.HTN.TRET.MA.ZS,Nigeria,NGA,21.4,22.8,24.3,25.8,27.4,..,..,..,..,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Ghana,GHA,31,31,31,31,33,28,30,38,44,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Kenya,KEN,45,46,53,65,62,54,56,67,77,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Nigeria,NGA,21,23,23,23,26,29,43,58,74,..
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Ghana,GHA,37,36,36,36,34,36,36,32,29,..
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Kenya,KEN,64,60,50,38,37,38,39,31,27,..
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Nigeria,NGA,62,62,63,64,63,64,53,41,28,..
Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,Ghana,GHA,85,85,85,84,84,86,87,87,..,..
Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,Kenya,KEN,87,81,83,84,86,85,87,89,..,..
Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,Nigeria,NGA,84,86,86,87,88,90,91,93,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Ghana,GHA,44,..,45,..,46,..,48,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Kenya,KEN,50,..,52,..,51,..,53,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Nigeria,NGA,39,..,39,..,43,..,38,..,..,..
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Ghana,GHA,6.571,5.165,3.486,3.415,3.365,3.519,3.634,3.425,3.403,3.341
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Kenya,KEN,2.945,2.94,3.748,4.515,5.27,6.652,7.657,7.739,7.55,7.366
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Nigeria,NGA,3.82,4.176,4.504,4.752,4.911,6.071,6.628,5.372,4.113,4
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Ghana,GHA,7.018,5.292,3.261,3.102,2.967,3.119,3.144,2.754,2.734,2.684
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Kenya,KEN,2.591,2.585,3.351,4.076,4.788,4.707,3.95,3.899,3.795,3.707
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Nigeria,NGA,4.418,4.787,5.118,5.348,5.467,5.451,4.408,2.449,2.098,2.041
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Ghana,GHA,6.806,5.232,3.369,3.253,3.16,3.313,3.384,3.084,3.063,3.007
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Kenya,KEN,2.762,2.757,3.541,4.284,5.014,5.619,5.693,5.707,5.567,5.434
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Nigeria,NGA,4.135,4.499,4.828,5.067,5.206,5.742,5.45,3.821,3.074,2.989
Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,Ghana,GHA,28.80447079,32.275912,25.07011366,33.59627036,..,..,..,23.4,..,..
Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,Kenya,KEN,17.30416157,15.83497357,15.16441453,14.29665898,15.10763571,12.70720956,14.3,13.9,..,..
Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,Nigeria,NGA,..,27.61646458,27.6,18.9,..,..,23.85183923,..,..,..
Urban population,SP.URB.TOTL,Ghana,GHA,15520555,16072523,16626729,17175430,17726010,18287340,18855948,19430375,20015284,20606184
Urban population,SP.URB.TOTL,Kenya,KEN,12081974,12566865,13067911,13570981,14084362,14618243,15163737,15734299,16336074,16957535
Urban population,SP.URB.TOTL,Nigeria,NGA,91213613,95147856,99164065,103174367,107166569,111188136,115265457,119432591,123701699,128043517
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Ghana,GHA,54.086,54.749,55.407,56.06,56.707,57.349,57.985,58.615,59.238,59.854
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Kenya,KEN,25.658,26.105,26.562,27.03,27.507,27.995,28.493,29.002,29.52,30.049
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Nigeria,NGA,47.838,48.683,49.519,50.344,51.157,51.958,52.746,53.521,54.283,55.03
